New_name,Library_name,Population,Position_in_cluster,Sex,Coverage,Project,Paper_Description,NCBI_number,Comments
M026394,M026394_S288,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M026394_S288_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M037768,M037768_S625,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M037768_S625_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M033855,M033855_S505,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M033855_S505_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M026787,M026787_S336,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M026787_S336_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M038314,M038314_S697,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M038314_S697_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M032379,M032379_S479,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M032379_S479_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M038119,M038119_S654,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M038119_S654_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M026953,M026953_S354,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M026953_S354_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
889992,889992_S94,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/889992_S94_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M032334,M032334_S458,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M032334_S458_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
877701,877701_S20,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/877701_S20_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M026608,M026608_S314,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M026608_S314_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M038091a,M038091_1_S643,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M038091a_S643_markdup.bam,1,NA,3K_OWLS,NA,NA,REPLICATE
M038347,M038347_S713,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M038347_S713_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M043994,M043994_S914,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M043994_S914_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M043950,M043950_S891,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M043950_S891_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
881078,881078_S38,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/881078_S38_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M032313,M032313_S445,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M032313_S445_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M031513,M031513_S375,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M031513_S375_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M026734,M026734_S333,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M026734_S333_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M038304,M038304_S688,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M038304_S688_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M037556,M037556_S531,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M037556_S531_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M022119,M022119_S197,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M022119_S197_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M043110,M043110_S785,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M043110_S785_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M026158,M026158_S249,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M026158_S249_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M037503,M037503_S515,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M037503_S515_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M038126,M038126_S659,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M038126_S659_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M026343,M026343_S281,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M026343_S281_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M037670,M037670_S563,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M037670_S563_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
889398,889398_S78,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/889398_S78_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M043744,M043744_S853,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M043744_S853_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M028817,M028817_S370,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M028817_S370_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M043046,M043046_S780,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M043046_S780_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M026901,M026901_S350,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M026901_S350_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M038403,M038403_S728,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M038403_S728_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M037665,M037665_S559,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M037665_S559_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M022948,M022948_S240,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M022948_S240_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M022680,M022680_S219,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M022680_S219_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M032273,M032273_S437,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M032273_S437_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
889393,889393_S77,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/889393_S77_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M022904,M022904_S230,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M022904_S230_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M032387,M032387_S481,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M032387_S481_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M037758c,M037758_4_S618,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M037758c_S618_markdup.bam,2,NA,3K_OWLS,NA,NA,REPLICATE
M010990,M010990_S143,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M010990_S143_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M022699,M022699_S223,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M022699_S223_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M043954,M043954_S895,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M043954_S895_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M031920,M031920_S394,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M031920_S394_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M047593,M047593_S957,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M047593_S957_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M004206,M004206_S131,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M004206_S131_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M043606,M043606_S813,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M043606_S813_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M032399,M032399_S485,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M032399_S485_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M006488,M006488_S139,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M006488_S139_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M038149,M038149_S679,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M038149_S679_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M026770,M026770_S335,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M026770_S335_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M038047,M038047_S642,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M038047_S642_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M040570,M040570_S754,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M040570_S754_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M038301,M038301_S685,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M038301_S685_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M040926,M040926_S765,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M040926_S765_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M037674,M037674_S566,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M037674_S566_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
889193,889193_S62,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/889193_S62_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M038364,M038364_S718,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M038364_S718_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M011818,M011818_S161,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M011818_S161_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
889328,889328_S75,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/889328_S75_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M032329,M032329_S455,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M032329_S455_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M022114,M022114_S196,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M022114_S196_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M031792,M031792_S388,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M031792_S388_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M032328,M032328_S454,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M032328_S454_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
889273,889273_S68,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/889273_S68_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M043846,M043846_S874,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M043846_S874_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M022941,M022941_S235,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M022941_S235_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M043674,M043674_S826,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M043674_S826_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M043584,M043584_S810,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M043584_S810_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M032141,M032141_S415,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M032141_S415_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
877940,877940_S26,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/877940_S26_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M047572,M047572_S952,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M047572_S952_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M047555,M047555_S944,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M047555_S944_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M031798,M031798_S390,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M031798_S390_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M043814,M043814_S857,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M043814_S857_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M032359,M032359_S469,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M032359_S469_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M037754,M037754_S612,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M037754_S612_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M047569,M047569_S949,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M047569_S949_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M022788,M022788_S227,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M022788_S227_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M038339,M038339_S710,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M038339_S710_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M026257,M026257_S264,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M026257_S264_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
877562,877562_S17,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/877562_S17_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M026792,M026792_S340,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M026792_S340_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M043730,M043730_S849,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M043730_S849_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
885898,885898_S44,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/885898_S44_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M043642,M043642_S816,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M043642_S816_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
876459,876459_S9,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/876459_S9_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M032296,M032296_S438,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M032296_S438_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M005236,M005236_S136,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M005236_S136_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
889176,889176_S59,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/889176_S59_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M026541,M026541_S298,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M026541_S298_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M026545,M026545_S300,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M026545_S300_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M026235,M026235_S258,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M026235_S258_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M032476,M032476_S501,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M032476_S501_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M032225,M032225_S427,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M032225_S427_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
889552,889552_S85,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/889552_S85_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
889611,889611_S88,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/889611_S88_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M032228,M032228_S430,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M032228_S430_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M037760,M037760_S622,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M037760_S622_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M022133,M022133_S200,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M022133_S200_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M032124,M032124_S411,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M032124_S411_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M036753,M036753_S510,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M036753_S510_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M037649,M037649_S546,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M037649_S546_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
889303,889303_S72,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/889303_S72_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M026546,M026546_S301,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M026546_S301_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M043109,M043109_S784,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M043109_S784_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M022054,M022054_S190,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M022054_S190_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M038379,M038379_S722,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M038379_S722_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M038310,M038310_S693,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M038310_S693_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M043816,M043816_S859,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M043816_S859_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M032035,M032035_S399,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M032035_S399_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M043553,M043553_S806,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M043553_S806_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M026447,M026447_S291,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M026447_S291_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M043963,M043963_S900,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M043963_S900_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M022163,M022163_S206,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M022163_S206_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M014481,M014481_S178,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M014481_S178_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M032306,M032306_S443,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M032306_S443_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M026802,M026802_S347,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M026802_S347_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
883554,883554_S43,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/883554_S43_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M043964,M043964_S901,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M043964_S901_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M043727,M043727_S846,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M043727_S846_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M026254,M026254_S261,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M026254_S261_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M012595,M012595_S176,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M012595_S176_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M026692,M026692_S329,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M026692_S329_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M043298,M043298_S802,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M043298_S802_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M032229,M032229_S431,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M032229_S431_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M022581,M022581_S215,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M022581_S215_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
