New_name,Library_name,Population,Position_in_cluster,Sex,Coverage,Project,Paper_Description,NCBI_number,Comments
M038325,M038325_S703,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M038325_S703_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M043697,M043697_S834,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M043697_S834_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M038330,M038330_S707,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M038330_S707_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
861525,861525_S2,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/861525_S2_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M043894,M043894_S887,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M043894_S887_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
EA696866,EA696866_S127,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/EA696866_S127_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M043709,M043709_S837,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M043709_S837_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M047527,M047527_S932,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M047527_S932_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M040948,M040948_S767,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M040948_S767_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M037652,M037652_S549,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M037652_S549_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
878735,878735_S36,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/878735_S36_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M037730,M037730_S593,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M037730_S593_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M038021,M038021_S633,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M038021_S633_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M026365,M026365_S286,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M026365_S286_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
866976,866976_S4,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/866976_S4_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M043671,M043671_S823,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M043671_S823_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M040572,M040572_S756,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M040572_S756_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M026798,M026798_S344,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M026798_S344_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M022909,M022909_S232,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M022909_S232_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M032340,M032340_S461,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M032340_S461_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M026839,M026839_S349,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M026839_S349_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
877490,877490_S15,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/877490_S15_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M032249,M032249_S434,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M032249_S434_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M043852,M043852_S876,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M043852_S876_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M047533,M047533_S936,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M047533_S936_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M037514,M037514_S519,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M037514_S519_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
889023,889023_S52,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/889023_S52_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M043689,M043689_S831,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M043689_S831_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M011945,M011945_S175,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M011945_S175_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M043287,M043287_S799,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M043287_S799_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M037655,M037655_S551,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M037655_S551_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M043740,M043740_S851,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M043740_S851_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M038028,M038028_S636,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M038028_S636_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M026952,M026952_S353,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M026952_S353_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M040553,M040553_S748,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M040553_S748_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M043685,M043685_S828,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M043685_S828_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M043290,M043290_S801,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M043290_S801_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M032146,M032146_S419,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M032146_S419_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M036843,M036843_S513,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M036843_S513_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M026656,M026656_S325,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M026656_S325_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M006177,M006177_S138,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M006177_S138_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M043803,M043803_S856,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M043803_S856_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M038134,M038134_S667,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M038134_S667_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
877605,877605_S19,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/877605_S19_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
898053,898053_S105,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/898053_S105_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M043851,M043851_S875,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M043851_S875_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M004239,M004239_S132,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M004239_S132_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
889179,889179_S60,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/889179_S60_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M032150,M032150_S420,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M032150_S420_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M026270,M026270_S268,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M026270_S268_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M042180,M042180_S769,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M042180_S769_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M022108,M022108_S195,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M022108_S195_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
897821,897821_S103,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/897821_S103_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M037529,M037529_S522,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M037529_S522_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M026799,M026799_S345,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M026799_S345_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M047556,M047556_S945,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M047556_S945_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M042107,M042107_S768,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M042107_S768_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M026463,M026463_S294,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M026463_S294_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M032362,M032362_S472,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M032362_S472_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M011707,M011707_S153,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M011707_S153_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M037673,M037673_S565,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M037673_S565_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M043686,M043686_S829,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M043686_S829_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M005264,M005264_S137,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M005264_S137_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
877486,877486_S14,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/877486_S14_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M032406,M032406_S488,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M032406_S488_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M026160,M026160_S250,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M026160_S250_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M022107,M022107_S194,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M022107_S194_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M022964,M022964_S245,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M022964_S245_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M026458,M026458_S293,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M026458_S293_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M022490,M022490_S212,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M022490_S212_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M022696,M022696_S222,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M022696_S222_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
877925,877925_S24,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/877925_S24_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M034837,M034837_S508,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M034837_S508_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M032495,M032495_S502,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M032495_S502_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M043700,M043700_S835,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M043700_S835_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M038123,M038123_S657,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M038123_S657_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M032226,M032226_S428,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M032226_S428_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M038145,M038145_S675,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M038145_S675_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M032357,M032357_S467,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M032357_S467_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M043982,M043982_S908,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M043982_S908_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M022950,M022950_S242,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M022950_S242_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M032405,M032405_S487,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M032405_S487_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M047530,M047530_S934,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M047530_S934_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M043992,M043992_S913,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M043992_S913_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M022386,M022386_S209,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M022386_S209_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M026983,M026983_S366,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M026983_S366_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M038130,M038130_S663,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M038130_S663_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M038040,M038040_S640,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M038040_S640_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M026955,M026955_S356,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M026955_S356_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M038326,M038326_S704,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M038326_S704_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
877461,877461_S12,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/877461_S12_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M032355,M032355_S466,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M032355_S466_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M026260,M026260_S266,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M026260_S266_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M032320,M032320_S449,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M032320_S449_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M037511,M037511_S517,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M037511_S517_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M043858,M043858_S879,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M043858_S879_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M037643,M037643_S545,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M037643_S545_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M031514,M031514_S376,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M031514_S376_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M032187,M032187_S422,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M032187_S422_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M038116,M038116_S651,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M038116_S651_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M037708,M037708_S583,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M037708_S583_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M040587,M040587_S760,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M040587_S760_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M001631,M001631_S130,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M001631_S130_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M047510,M047510_S922,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M047510_S922_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M026557,M026557_S306,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M026557_S306_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M026256,M026256_S263,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M026256_S263_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M032386,M032386_S480,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M032386_S480_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M022156,M022156_S203,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M022156_S203_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
881555,881555_S41,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/881555_S41_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M043657,M043657_S818,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M043657_S818_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M043978,M043978_S905,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M043978_S905_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M040537,M040537_S740,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M040537_S740_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M026556,M026556_S305,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M026556_S305_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M022789,M022789_S228,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M022789_S228_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M039430,M039430_S736,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M039430_S736_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M043815,M043815_S858,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M043815_S858_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M043710,M043710_S838,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M043710_S838_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M032319,M032319_S448,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M032319_S448_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
889529,889529_S84,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/889529_S84_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M026258,M026258_S265,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M026258_S265_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M022563,M022563_S213,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M022563_S213_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M047570,M047570_S950,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M047570_S950_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M011865,M011865_S169,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M011865_S169_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
M038111,M038111_S647,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M038111_S647_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
889281,889281_S70,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/889281_S70_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M032421,M032421_S495,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M032421_S495_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M038308,M038308_S691,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M038308_S691_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M038131,M038131_S664,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M038131_S664_markdup.bam,3,NA,3K_OWLS,NA,NA,NA
M043991,M043991_S912,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M043991_S912_markdup.bam,2,NA,3K_OWLS,NA,NA,NA
M043995,M043995_S915,CH,/work/FAC/FBM/DEE/jgoudet/barn_owl/Common/3000owls/1_TrimmAlign/data/3_mergedBAMs/M043995_S915_markdup.bam,1,NA,3K_OWLS,NA,NA,NA
